NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN	GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN		198	-0.4514018	-1.448116	0.023381295	0.12362925	0.329	9277	tags=36%, list=22%, signal=46%	
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP		200	-0.45506874	-1.4481107	0.053505536	0.12348592	0.329	11088	tags=44%, list=26%, signal=59%	
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_1H_UP	GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_1H_UP		200	-0.45133945	-1.4480594	0.030195381	0.12342562	0.329	12712	tags=47%, list=30%, signal=66%	
GSE11973_MIR223_KOVS_WT_BONE_MARROW_NEUTROPHIL_UP	GSE11973_MIR223_KOVS_WT_BONE_MARROW_NEUTROPHIL_UP		200	-0.4551308	-1.4479793	0.028301887	0.12341422	0.329	11027	tags=42%, list=26%, signal=56%	
GSE4984_GALECTIN1_VS_LPS_STIM_DC_UP	GSE4984_GALECTIN1_VS_LPS_STIM_DC_UP		159	-0.45907897	-1.4479151	0.03538175	0.123367704	0.329	14870	tags=52%, list=35%, signal=80%	
GSE6674_UNSTIM_VS_ANTI_IGM_STIM_BCELL_DN	GSE6674_UNSTIM_VS_ANTI_IGM_STIM_BCELL_DN		137	-0.462154	-1.4477355	0.026929982	0.12352921	0.329	12793	tags=46%, list=30%, signal=66%	
GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_DN	GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_DN		197	-0.45647034	-1.4476748	0.029250458	0.123490795	0.329	12990	tags=46%, list=31%, signal=66%	
GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_DN	GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_DN		179	-0.4466007	-1.4476098	0.046846848	0.12345238	0.329	14779	tags=51%, list=35%, signal=78%	
GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN		200	-0.45142826	-1.4475974	0.03314917	0.123322606	0.329	14832	tags=52%, list=35%, signal=80%	
CAMP_UP.V1_DN	CAMP_UP.V1_DN		199	-0.4619387	-1.4475362	0.037523452	0.1232765	0.329	10469	tags=43%, list=25%, signal=56%	
GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_DN	GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_DN		199	-0.4527886	-1.4472789	0.028268551	0.123561904	0.329	14498	tags=49%, list=34%, signal=75%	
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP	GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP		200	-0.4446777	-1.4472313	0.016363636	0.123479426	0.329	14090	tags=49%, list=33%, signal=73%	
GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_DN	GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_DN		199	-0.46213946	-1.4470975	0.0433145	0.123569824	0.329	11907	tags=47%, list=28%, signal=65%	
GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_UP	GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_UP		199	-0.4514189	-1.4470838	0.035778176	0.123438045	0.329	12907	tags=49%, list=30%, signal=70%	
GSE3039_ALPHAALPHA_CD8_TCELL_VS_B2_BCELL_UP	GSE3039_ALPHAALPHA_CD8_TCELL_VS_B2_BCELL_UP		200	-0.45419374	-1.4469072	0.04029304	0.12356825	0.329	15884	tags=54%, list=37%, signal=85%	
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP	GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP		194	-0.45192173	-1.4468867	0.030303031	0.123462126	0.329	15452	tags=52%, list=36%, signal=81%	
GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_1H_UP	GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_1H_UP		200	-0.45138258	-1.4467995	0.029411765	0.123482846	0.329	11681	tags=44%, list=28%, signal=60%	
GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN	GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN		200	-0.4430371	-1.446793	0.023423424	0.12334513	0.329	12034	tags=48%, list=28%, signal=67%	
GSE19401_UNSTIM_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	GSE19401_UNSTIM_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP		199	-0.45854846	-1.4466597	0.042357273	0.123411134	0.329	12790	tags=47%, list=30%, signal=67%	
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN	GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN		197	-0.45861426	-1.4465268	0.044609666	0.1234996	0.329	16272	tags=57%, list=38%, signal=92%	
GSE43955_1H_VS_60H_ACT_CD4_TCELL_DN	GSE43955_1H_VS_60H_ACT_CD4_TCELL_DN		199	-0.45129508	-1.4464955	0.043557167	0.123394206	0.329	12388	tags=49%, list=29%, signal=69%	
VEGF_A_UP.V1_DN	VEGF_A_UP.V1_DN		193	-0.4667229	-1.4464906	0.024955437	0.12325328	0.329	8939	tags=36%, list=21%, signal=45%	
GSE3982_EOSINOPHIL_VS_DC_DN	GSE3982_EOSINOPHIL_VS_DC_DN		200	-0.44179004	-1.446469	0.025044722	0.12314577	0.329	10762	tags=40%, list=25%, signal=53%	
GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_DN	GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_DN		139	-0.4624205	-1.4464574	0.019927537	0.123020045	0.329	8284	tags=35%, list=20%, signal=43%	
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP		199	-0.4422898	-1.4464248	0.014260249	0.1229434	0.329	11625	tags=42%, list=27%, signal=58%	
GSE16385_UNTREATED_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_UP	GSE16385_UNTREATED_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_UP		193	-0.44931912	-1.4464159	0.04634581	0.12281161	0.329	12392	tags=51%, list=29%, signal=71%	
KRAS.600.LUNG.BREAST_UP.V1_DN	KRAS.600.LUNG.BREAST_UP.V1_DN		284	-0.446267	-1.4463797	0.019642858	0.12272096	0.329	12273	tags=45%, list=29%, signal=64%	
GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_UP	GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_UP		199	-0.45875874	-1.4463038	0.03731343	0.12271729	0.329	13881	tags=53%, list=33%, signal=78%	
GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN	GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN		200	-0.4567065	-1.4461246	0.032967035	0.12288956	0.329	14807	tags=52%, list=35%, signal=80%	
GSE2197_IMMUNOSUPPRESSIVE_DNA_VS_UNTREATED_IN_DC_UP	GSE2197_IMMUNOSUPPRESSIVE_DNA_VS_UNTREATED_IN_DC_UP		200	-0.45039135	-1.4460915	0.03716814	0.12279519	0.329	12503	tags=47%, list=30%, signal=66%	
GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP	GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP		196	-0.45216626	-1.4460559	0.03429603	0.12270499	0.329	14114	tags=51%, list=33%, signal=75%	
GSE45365_BCELL_VS_CD8_TCELL_UP	GSE45365_BCELL_VS_CD8_TCELL_UP		190	-0.44591525	-1.4459741	0.01923077	0.12270921	0.329	14105	tags=54%, list=33%, signal=81%	
GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP	GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP		150	-0.44584584	-1.4457967	0.03448276	0.12287153	0.329	15293	tags=52%, list=36%, signal=81%	
GSE27786_BCELL_VS_MONO_MAC_UP	GSE27786_BCELL_VS_MONO_MAC_UP		200	-0.4519316	-1.4457164	0.027422303	0.12285204	0.329	14730	tags=52%, list=35%, signal=79%	
GSE27786_BCELL_VS_NKCELL_DN	GSE27786_BCELL_VS_NKCELL_DN		200	-0.4526776	-1.4455886	0.04612546	0.12296431	0.329	13244	tags=48%, list=31%, signal=69%	
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN	GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN		199	-0.439638	-1.445518	0.028119508	0.12294343	0.329	15760	tags=52%, list=37%, signal=82%	
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY40_DN	GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY40_DN		200	-0.46203738	-1.4455047	0.02247191	0.12281859	0.329	11741	tags=44%, list=28%, signal=61%	
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP	GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP		200	-0.44707036	-1.4454988	0.04275093	0.122684926	0.329	13471	tags=51%, list=32%, signal=74%	
GSE17721_LPS_VS_POLYIC_16H_BMDC_DN	GSE17721_LPS_VS_POLYIC_16H_BMDC_DN		200	-0.46213508	-1.445185	0.03629764	0.12305379	0.329	13331	tags=51%, list=31%, signal=73%	
GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN	GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN		199	-0.44544616	-1.4451178	0.030852994	0.123018645	0.329	12106	tags=45%, list=29%, signal=63%	
GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_UP	GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_UP		175	-0.4351821	-1.4451046	0.02513465	0.122894295	0.329	17170	tags=61%, list=41%, signal=102%	
KRAS.LUNG.BREAST_UP.V1_DN	KRAS.LUNG.BREAST_UP.V1_DN		141	-0.45940092	-1.4450972	0.023550725	0.12276507	0.329	11740	tags=45%, list=28%, signal=63%	
GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN	GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN		200	-0.45976722	-1.4450843	0.03057554	0.12263741	0.329	14056	tags=49%, list=33%, signal=73%	
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		160	-0.45197484	-1.4450654	0.033027522	0.12253075	0.329	14407	tags=54%, list=34%, signal=82%	
GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN	GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN		200	-0.45970067	-1.4450053	0.03710575	0.12248486	0.329	13835	tags=50%, list=33%, signal=73%	
GSE17721_LPS_VS_POLYIC_24H_BMDC_UP	GSE17721_LPS_VS_POLYIC_24H_BMDC_UP		199	-0.45150465	-1.4448893	0.016245488	0.12251499	0.329	9143	tags=36%, list=22%, signal=46%	
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_DN	GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_DN		200	-0.44281566	-1.4448683	0.034671534	0.12241395	0.329	11396	tags=44%, list=27%, signal=60%	
GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN		170	-0.46067074	-1.4445809	0.026737968	0.12276501	0.329	11871	tags=45%, list=28%, signal=63%	
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN	GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN		200	-0.44516394	-1.4445705	0.030035336	0.122638285	0.329	10914	tags=40%, list=26%, signal=54%	
GSE17721_0.5H_VS_24H_POLYIC_BMDC_UP	GSE17721_0.5H_VS_24H_POLYIC_BMDC_UP		198	-0.44482046	-1.4445639	0.036697246	0.12251183	0.329	13062	tags=48%, list=31%, signal=69%	
GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_UP	GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_UP		200	-0.43936563	-1.444474	0.025996534	0.1225201	0.329	13699	tags=51%, list=32%, signal=75%	
GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP	GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP		198	-0.4404891	-1.4443206	0.05656934	0.12263173	0.329	13174	tags=46%, list=31%, signal=66%	
GSE34217_MIR17_92_OVEREXPRESS_VS_WT_ACT_CD8_TCELL_DN	GSE34217_MIR17_92_OVEREXPRESS_VS_WT_ACT_CD8_TCELL_DN		137	-0.4669403	-1.4442737	0.039783	0.12257722	0.329	12291	tags=48%, list=29%, signal=68%	
GSE31082_DN_VS_DP_THYMOCYTE_UP	GSE31082_DN_VS_DP_THYMOCYTE_UP		200	-0.44193146	-1.4441444	0.03374778	0.12264271	0.329	12786	tags=49%, list=30%, signal=69%	
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN	GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN		198	-0.4498448	-1.4440521	0.032432433	0.12266599	0.329	13884	tags=52%, list=33%, signal=77%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		113	-0.46815097	-1.4440074	0.04007286	0.122586146	0.329	9358	tags=38%, list=22%, signal=49%	
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN	GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN		199	-0.43876582	-1.443807	0.022727273	0.122768275	0.329	13422	tags=48%, list=32%, signal=70%	
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN		196	-0.44614717	-1.4437758	0.04074074	0.12267204	0.329	16201	tags=57%, list=38%, signal=92%	
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP		200	-0.45612034	-1.443372	0.0445269	0.12321364	0.329	14253	tags=53%, list=34%, signal=79%	
GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_DN	GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_DN		200	-0.44834813	-1.4433703	0.046678636	0.12307152	0.329	13331	tags=48%, list=31%, signal=70%	
GSE21927_SPLEEN_VS_BONE_MARROW_MONOCYTE_BALBC_UP	GSE21927_SPLEEN_VS_BONE_MARROW_MONOCYTE_BALBC_UP		196	-0.46301046	-1.4433631	0.035714287	0.12294744	0.329	10798	tags=43%, list=25%, signal=57%	
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_UP	GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_UP		193	-0.4473659	-1.4431647	0.049360145	0.12315204	0.33	14924	tags=50%, list=35%, signal=77%	
GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_DN	GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_DN		200	-0.44677046	-1.4430637	0.039855074	0.12317455	0.33	12281	tags=46%, list=29%, signal=64%	
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN	GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN		200	-0.45454127	-1.4429936	0.03492647	0.12317304	0.33	13724	tags=51%, list=32%, signal=75%	
GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN	GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN		200	-0.44826823	-1.4429727	0.032871973	0.123072065	0.33	13695	tags=49%, list=32%, signal=72%	
GSE36009_WT_VS_NLRP10_KO_DC_LPS_STIM_UP	GSE36009_WT_VS_NLRP10_KO_DC_LPS_STIM_UP		199	-0.44809023	-1.4427632	0.041666668	0.12328192	0.33	13481	tags=48%, list=32%, signal=70%	
GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_UP	GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_UP		194	-0.45723835	-1.4427549	0.033027522	0.12315091	0.33	12938	tags=48%, list=31%, signal=69%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN		183	-0.4512775	-1.442611	0.037807185	0.123246	0.33	16393	tags=58%, list=39%, signal=94%	
GSE11924_TH2_VS_TH17_CD4_TCELL_UP	GSE11924_TH2_VS_TH17_CD4_TCELL_UP		199	-0.44834659	-1.44251	0.019332161	0.12328453	0.33	10921	tags=41%, list=26%, signal=55%	
GSE557_WT_VS_CIITA_KO_DC_DN	GSE557_WT_VS_CIITA_KO_DC_DN		199	-0.4591161	-1.4423871	0.049713194	0.12337178	0.33	12474	tags=47%, list=29%, signal=66%	
GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP	GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP		199	-0.44185898	-1.4423659	0.028725315	0.12326378	0.33	16462	tags=58%, list=39%, signal=95%	
GSE37301_LYMPHOID_PRIMED_MPP_VS_CD4_TCELL_DN	GSE37301_LYMPHOID_PRIMED_MPP_VS_CD4_TCELL_DN		198	-0.45624214	-1.4422503	0.05597015	0.12334464	0.33	12714	tags=47%, list=30%, signal=67%	
GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_DN	GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_DN		183	-0.4584393	-1.4422424	0.04291045	0.12321442	0.33	12354	tags=45%, list=29%, signal=63%	
GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_DN	GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_DN		200	-0.4495271	-1.4421651	0.03797468	0.12323657	0.33	9127	tags=35%, list=22%, signal=44%	
GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP		200	-0.4469802	-1.442144	0.033928573	0.12313166	0.33	12654	tags=45%, list=30%, signal=64%	
ESC_V6.5_UP_EARLY.V1_UP	ESC_V6.5_UP_EARLY.V1_UP		166	-0.46098462	-1.4420847	0.05109489	0.12308175	0.331	14095	tags=53%, list=33%, signal=79%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP		200	-0.45306012	-1.44198	0.03272727	0.123111345	0.331	13133	tags=48%, list=31%, signal=69%	
GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_DN	GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_DN		200	-0.4515539	-1.4419682	0.035315987	0.12299085	0.331	14115	tags=52%, list=33%, signal=78%	
GSE38697_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP	GSE38697_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP		174	-0.45518225	-1.4419254	0.036764707	0.122928865	0.331	11960	tags=47%, list=28%, signal=65%	
GSE22611_UNSTIM_VS_6H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_DN	GSE22611_UNSTIM_VS_6H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_DN		198	-0.4564562	-1.4418515	0.03448276	0.12294251	0.331	15712	tags=57%, list=37%, signal=90%	
GSE3982_NEUTROPHIL_VS_BCELL_UP	GSE3982_NEUTROPHIL_VS_BCELL_UP		199	-0.4587675	-1.4417231	0.02389706	0.12303525	0.332	12808	tags=49%, list=30%, signal=70%	
GSE3039_B2_VS_B1_BCELL_UP	GSE3039_B2_VS_B1_BCELL_UP		199	-0.45121154	-1.4416468	0.029250458	0.12302776	0.332	11679	tags=43%, list=28%, signal=59%	
GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN	GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN		199	-0.4625965	-1.4414119	0.053537283	0.12334711	0.332	12183	tags=47%, list=29%, signal=65%	
CRX_DN.V1_DN	CRX_DN.V1_DN		132	-0.45634	-1.4412348	0.044326242	0.12352281	0.332	15347	tags=59%, list=36%, signal=92%	
GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_UP	GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_UP		194	-0.45257077	-1.4412221	0.0198915	0.12339911	0.332	12078	tags=45%, list=29%, signal=62%	
GSE13229_IMM_VS_INTMATURE_NKCELL_DN	GSE13229_IMM_VS_INTMATURE_NKCELL_DN		200	-0.45838648	-1.4411567	0.0511883	0.1233716	0.332	14568	tags=50%, list=34%, signal=76%	
GSE17721_CTRL_VS_CPG_8H_BMDC_DN	GSE17721_CTRL_VS_CPG_8H_BMDC_DN		200	-0.45005646	-1.4411428	0.032315977	0.123249605	0.332	12408	tags=48%, list=29%, signal=67%	
GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_DN		200	-0.44878614	-1.4411113	0.016453382	0.12315239	0.332	13200	tags=48%, list=31%, signal=69%	
GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_DN	GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_DN		190	-0.45286667	-1.4411023	0.038043477	0.12303086	0.332	11862	tags=45%, list=28%, signal=63%	
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_UP	GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_UP		199	-0.4603516	-1.441032	0.0527307	0.123002626	0.332	14459	tags=51%, list=34%, signal=77%	
GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP		199	-0.4511681	-1.4410248	0.029411765	0.122875445	0.332	12075	tags=46%, list=28%, signal=64%	
GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_DN	GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_DN		200	-0.44472826	-1.440998	0.04291045	0.122788824	0.332	14046	tags=50%, list=33%, signal=74%	
GSE17721_CTRL_VS_CPG_2H_BMDC_UP	GSE17721_CTRL_VS_CPG_2H_BMDC_UP		200	-0.45414194	-1.4409829	0.041818183	0.12266944	0.332	16054	tags=56%, list=38%, signal=90%	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN	GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN		200	-0.45159617	-1.4409122	0.03811252	0.122629575	0.332	9140	tags=38%, list=22%, signal=48%	
GSE5503_LIVER_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	GSE5503_LIVER_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_DN		200	-0.4490752	-1.4409013	0.04411765	0.12251552	0.332	13128	tags=47%, list=31%, signal=68%	
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP		200	-0.43515068	-1.4408985	0.015254238	0.12238592	0.332	13552	tags=44%, list=32%, signal=64%	
GSE25123_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DN	GSE25123_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DN		200	-0.45509347	-1.4408855	0.03448276	0.122272395	0.332	6616	tags=33%, list=16%, signal=38%	
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_DN	GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_DN		200	-0.45611218	-1.4408813	0.04805915	0.12214456	0.332	13590	tags=51%, list=32%, signal=75%	
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP		197	-0.44817153	-1.4408064	0.03074141	0.12214544	0.333	12142	tags=45%, list=29%, signal=63%	
GSE4590_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_UP	GSE4590_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_UP		157	-0.4661018	-1.4407583	0.034545455	0.12208823	0.333	15355	tags=56%, list=36%, signal=88%	
GSE11961_MEMORY_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_DN	GSE11961_MEMORY_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_DN		200	-0.4546406	-1.4407039	0.023809524	0.12203478	0.333	12208	tags=48%, list=29%, signal=67%	
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_DC_DN	GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_DC_DN		200	-0.45206225	-1.4406787	0.03142329	0.121942766	0.333	13402	tags=48%, list=32%, signal=70%	
GSE10422_WT_VS_BAFF_TRANSGENIC_LN_BCELL_DN	GSE10422_WT_VS_BAFF_TRANSGENIC_LN_BCELL_DN		129	-0.45158818	-1.4405447	0.054104477	0.12203196	0.333	12140	tags=46%, list=29%, signal=64%	
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN		200	-0.4548497	-1.4403507	0.020109689	0.12222091	0.333	10081	tags=39%, list=24%, signal=51%	
GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN	GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN		194	-0.4597135	-1.4402405	0.054158606	0.12227467	0.333	10137	tags=39%, list=24%, signal=51%	
